promoter,sp,codon,scaffold_base,propeptide,nglyc,cai,mrna_5p,rare_clusters,chaperone_load,promoter_sp_prior,concordance_n,composite,top20_cai,top20_mrna_5p,top20_chaperone_load,top20_promoter_sp_prior
PamyB,SPalpA,cai_max,direct_3xAla_pts1blk,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.88000,3,0.78199,1,0,1,1
PamyB,SPalpA,cai_max,direct_his6_pts1ok,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.88000,3,0.78199,1,0,1,1
PamyB,SPalpA,high_gc,direct_3xAla_pts1blk,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.88000,3,0.78199,1,0,1,1
PamyB,SPalpA,high_gc,direct_his6_pts1ok,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.88000,3,0.78199,1,0,1,1
PenoA,SPamyB,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.70000,3,0.77941,1,1,1,0
PenoA,SPglaA_pro,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.70000,3,0.77941,1,1,1,0
PamyB,SPalpA_pro,5p_softened,glaA_trunc_KR_3xAla,prop_native,nglyc_ablated,0.91474,0.73333,2,2.05000,0.92000,3,0.77910,1,1,0,1
PglaA,SPlipase,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.69700,3,0.77828,1,1,1,0
PamyB,SPalpA_pro,5p_softened_balanced,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.67874,0.73333,2,0.00000,0.92000,3,0.77799,0,1,1,1
PamyB,SPalpA_pro,5p_softened_balanced,direct_his6_pts1ok,prop_none,nglyc_ablated,0.67874,0.73333,2,0.00000,0.92000,3,0.77799,0,1,1,1
PamyB,SPpepO_pro,cai_max,direct_natag_pts1ok,prop_native,nglyc_ablated,1.00000,0.59444,0,0.25000,0.90000,3,0.77796,1,0,1,1
PamyB,SPpepO_pro,high_gc,direct_natag_pts1ok,prop_native,nglyc_ablated,1.00000,0.59444,0,0.25000,0.90000,3,0.77796,1,0,1,1
PenoA,SPglaA,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.66500,3,0.77778,1,1,1,0
PenoA,SPglaA,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.66500,3,0.77778,1,1,1,0
PamyB,SPglaA,5p_softened_balanced,direct_natag_pts1ok,prop_native,nglyc_ablated,0.67874,0.73333,2,0.25000,0.95000,3,0.77774,0,1,1,1
PglaA,SPamyB_pro,cai_max,direct_3xAla_pts1blk,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.86700,3,0.77709,1,0,1,1
PglaA,SPamyB_pro,cai_max,direct_his6_pts1ok,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.86700,3,0.77709,1,0,1,1
PglaA,SPamyB_pro,high_gc,direct_3xAla_pts1blk,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.86700,3,0.77709,1,0,1,1
PglaA,SPamyB_pro,high_gc,direct_his6_pts1ok,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.86700,3,0.77709,1,0,1,1
PtefI,SPamyB_pro,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.66300,3,0.77702,1,1,1,0
PtefI,SPamyB_pro,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.66300,3,0.77702,1,1,1,0
PamyB,SPglaA,5p_softened,glaA_trunc_KR_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,2.35000,0.95000,3,0.77653,1,1,0,1
PamyB,SPcbhI,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.65000,3,0.77212,1,1,1,0
PamyB,SPcbhI,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.65000,3,0.77212,1,1,1,0
PtefI,SPamyB,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.65000,3,0.77212,1,1,1,0
PtefI,SPamyB,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.65000,3,0.77212,1,1,1,0
PtefI,SPglaA_pro,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.65000,3,0.77212,1,1,1,0
PtefI,SPglaA_pro,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.65000,3,0.77212,1,1,1,0
PamyB,SPcbhI_pro,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.68000,3,0.77186,1,1,1,0
PamyB,SPpepO_pro,5p_softened,glaA_trunc_KR_3xAla,prop_native,nglyc_ablated,0.91474,0.73333,2,2.05000,0.90000,3,0.77155,1,1,0,1
PamyB,SPpepO,cai_max,direct_3xAla_pts1blk,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.85000,3,0.77067,1,0,1,1
PamyB,SPpepO,cai_max,direct_his6_pts1ok,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.85000,3,0.77067,1,0,1,1
PamyB,SPpepO,high_gc,direct_3xAla_pts1blk,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.85000,3,0.77067,1,0,1,1
PamyB,SPpepO,high_gc,direct_his6_pts1ok,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.85000,3,0.77067,1,0,1,1
PamyB,SPlipase_pro,cai_max,direct_3xAla_pts1blk,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.85000,3,0.77067,1,0,1,1
PamyB,SPlipase_pro,cai_max,direct_his6_pts1ok,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.85000,3,0.77067,1,0,1,1
PamyB,SPlipase_pro,high_gc,direct_3xAla_pts1blk,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.85000,3,0.77067,1,0,1,1
PamyB,SPlipase_pro,high_gc,direct_his6_pts1ok,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.85000,3,0.77067,1,0,1,1
PglaA,SPamyB,cai_max,direct_3xAla_pts1blk,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.85000,3,0.77067,1,0,1,1
PglaA,SPamyB,cai_max,direct_his6_pts1ok,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.85000,3,0.77067,1,0,1,1
PglaA,SPamyB,high_gc,direct_3xAla_pts1blk,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.85000,3,0.77067,1,0,1,1
PglaA,SPamyB,high_gc,direct_his6_pts1ok,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.85000,3,0.77067,1,0,1,1
PglaA,SPglaA_pro,cai_max,direct_3xAla_pts1blk,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.85000,3,0.77067,1,0,1,1
PglaA,SPglaA_pro,cai_max,direct_his6_pts1ok,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.85000,3,0.77067,1,0,1,1
PglaA,SPglaA_pro,high_gc,direct_3xAla_pts1blk,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.85000,3,0.77067,1,0,1,1
PglaA,SPglaA_pro,high_gc,direct_his6_pts1ok,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.85000,3,0.77067,1,0,1,1
PamyB,SPpepO_pro,5p_softened_balanced,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.67874,0.73333,2,0.00000,0.90000,3,0.77044,0,1,1,1
PamyB,SPpepO_pro,5p_softened_balanced,direct_his6_pts1ok,prop_none,nglyc_ablated,0.67874,0.73333,2,0.00000,0.90000,3,0.77044,0,1,1,1
PamyB,SPalpA,cai_max,direct_natag_pts1ok,prop_native,nglyc_ablated,1.00000,0.59444,0,0.25000,0.88000,3,0.77042,1,0,1,1
PamyB,SPalpA,high_gc,direct_natag_pts1ok,prop_native,nglyc_ablated,1.00000,0.59444,0,0.25000,0.88000,3,0.77042,1,0,1,1
PenoA,SPalpA_pro,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.64400,3,0.76985,1,1,1,0
PenoA,SPalpA_pro,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.64400,3,0.76985,1,1,1,0
PamyB,SPalpA_pro,5p_softened_balanced,direct_natag_pts1ok,prop_native,nglyc_ablated,0.67874,0.73333,2,0.25000,0.92000,3,0.76642,0,1,1,1
PenoA,SPglaA,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.66500,3,0.76620,1,1,1,0
PglaA,SPamyB_pro,cai_max,direct_natag_pts1ok,prop_native,nglyc_ablated,1.00000,0.59444,0,0.25000,0.86700,3,0.76551,1,0,1,1
PglaA,SPamyB_pro,high_gc,direct_natag_pts1ok,prop_native,nglyc_ablated,1.00000,0.59444,0,0.25000,0.86700,3,0.76551,1,0,1,1
PtefI,SPamyB_pro,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.66300,3,0.76545,1,1,1,0
PamyB,SPalpA_pro,5p_softened,glaA_trunc_KR_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,2.35000,0.92000,3,0.76521,1,1,0,1
PenoA,SPpepO_pro,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.63000,3,0.76457,1,1,1,0
PenoA,SPpepO_pro,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.63000,3,0.76457,1,1,1,0
PamyB,SPalpA,5p_softened,glaA_trunc_KR_3xAla,prop_native,nglyc_ablated,0.91474,0.73333,2,2.05000,0.88000,3,0.76400,1,1,0,1
PamyB,SPalpA,5p_softened_balanced,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.67874,0.73333,2,0.00000,0.88000,3,0.76290,0,1,1,1
PamyB,SPalpA,5p_softened_balanced,direct_his6_pts1ok,prop_none,nglyc_ablated,0.67874,0.73333,2,0.00000,0.88000,3,0.76290,0,1,1,1
PamyB,SPcbhI,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.65000,3,0.76054,1,1,1,0
PtefI,SPamyB,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.65000,3,0.76054,1,1,1,0
PtefI,SPglaA_pro,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.65000,3,0.76054,1,1,1,0
PtefI,SPglaA,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.61750,3,0.75985,1,1,1,0
PtefI,SPglaA,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.61750,3,0.75985,1,1,1,0
PamyB,SPlipase,cai_max,direct_3xAla_pts1blk,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.82000,3,0.75935,1,0,1,1
PamyB,SPlipase,cai_max,direct_his6_pts1ok,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.82000,3,0.75935,1,0,1,1
PamyB,SPlipase,high_gc,direct_3xAla_pts1blk,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.82000,3,0.75935,1,0,1,1
PamyB,SPlipase,high_gc,direct_his6_pts1ok,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.82000,3,0.75935,1,0,1,1
PenoA,SPalpA,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.61600,3,0.75929,1,1,1,0
PenoA,SPalpA,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.61600,3,0.75929,1,1,1,0
PglaA,SPamyB_pro,5p_softened,glaA_trunc_KR_3xAla,prop_native,nglyc_ablated,0.91474,0.73333,2,2.05000,0.86700,3,0.75910,1,1,0,1
PamyB,SPpepO,cai_max,direct_natag_pts1ok,prop_native,nglyc_ablated,1.00000,0.59444,0,0.25000,0.85000,3,0.75910,1,0,1,1
PamyB,SPpepO,high_gc,direct_natag_pts1ok,prop_native,nglyc_ablated,1.00000,0.59444,0,0.25000,0.85000,3,0.75910,1,0,1,1
PamyB,SPlipase_pro,cai_max,direct_natag_pts1ok,prop_native,nglyc_ablated,1.00000,0.59444,0,0.25000,0.85000,3,0.75910,1,0,1,1
PamyB,SPlipase_pro,high_gc,direct_natag_pts1ok,prop_native,nglyc_ablated,1.00000,0.59444,0,0.25000,0.85000,3,0.75910,1,0,1,1
PglaA,SPamyB,cai_max,direct_natag_pts1ok,prop_native,nglyc_ablated,1.00000,0.59444,0,0.25000,0.85000,3,0.75910,1,0,1,1
PglaA,SPamyB,high_gc,direct_natag_pts1ok,prop_native,nglyc_ablated,1.00000,0.59444,0,0.25000,0.85000,3,0.75910,1,0,1,1
PglaA,SPglaA_pro,cai_max,direct_natag_pts1ok,prop_native,nglyc_ablated,1.00000,0.59444,0,0.25000,0.85000,3,0.75910,1,0,1,1
PglaA,SPglaA_pro,high_gc,direct_natag_pts1ok,prop_native,nglyc_ablated,1.00000,0.59444,0,0.25000,0.85000,3,0.75910,1,0,1,1
PamyB,SPpepO_pro,5p_softened_balanced,direct_natag_pts1ok,prop_native,nglyc_ablated,0.67874,0.73333,2,0.25000,0.90000,3,0.75887,0,1,1,1
PenoA,SPalpA_pro,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.64400,3,0.75828,1,1,1,0
PglaA,SPamyB_pro,5p_softened_balanced,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.67874,0.73333,2,0.00000,0.86700,3,0.75799,0,1,1,1
PglaA,SPamyB_pro,5p_softened_balanced,direct_his6_pts1ok,prop_none,nglyc_ablated,0.67874,0.73333,2,0.00000,0.86700,3,0.75799,0,1,1,1
PnmtA,SPamyB_pro,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.61200,3,0.75778,1,1,1,0
PnmtA,SPamyB_pro,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.61200,3,0.75778,1,1,1,0
PamyB,SPpepO_pro,5p_softened,glaA_trunc_KR_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,2.35000,0.90000,3,0.75766,1,1,0,1
PglaA,SPglaA,cai_max,direct_3xAla_pts1blk,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.80750,3,0.75463,1,0,1,1
PglaA,SPglaA,cai_max,direct_his6_pts1ok,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.80750,3,0.75463,1,0,1,1
PglaA,SPglaA,high_gc,direct_3xAla_pts1blk,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.80750,3,0.75463,1,0,1,1
PglaA,SPglaA,high_gc,direct_his6_pts1ok,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.80750,3,0.75463,1,0,1,1
PnmtA,SPamyB,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.60000,3,0.75325,1,1,1,0
PnmtA,SPamyB,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.60000,3,0.75325,1,1,1,0
PnmtA,SPglaA_pro,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.60000,3,0.75325,1,1,1,0
PnmtA,SPglaA_pro,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.60000,3,0.75325,1,1,1,0
PenoA,SPpepO_pro,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.63000,3,0.75300,1,1,1,0
PamyB,SPpepO,5p_softened,glaA_trunc_KR_3xAla,prop_native,nglyc_ablated,0.91474,0.73333,2,2.05000,0.85000,3,0.75268,1,1,0,1
PamyB,SPlipase_pro,5p_softened,glaA_trunc_KR_3xAla,prop_native,nglyc_ablated,0.91474,0.73333,2,2.05000,0.85000,3,0.75268,1,1,0,1
PglaA,SPamyB,5p_softened,glaA_trunc_KR_3xAla,prop_native,nglyc_ablated,0.91474,0.73333,2,2.05000,0.85000,3,0.75268,1,1,0,1
PglaA,SPglaA_pro,5p_softened,glaA_trunc_KR_3xAla,prop_native,nglyc_ablated,0.91474,0.73333,2,2.05000,0.85000,3,0.75268,1,1,0,1
PtefI,SPalpA_pro,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.59800,3,0.75249,1,1,1,0
PtefI,SPalpA_pro,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.59800,3,0.75249,1,1,1,0
PamyB,SPpepO,5p_softened_balanced,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.67874,0.73333,2,0.00000,0.85000,3,0.75158,0,1,1,1
PamyB,SPpepO,5p_softened_balanced,direct_his6_pts1ok,prop_none,nglyc_ablated,0.67874,0.73333,2,0.00000,0.85000,3,0.75158,0,1,1,1
PamyB,SPlipase_pro,5p_softened_balanced,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.67874,0.73333,2,0.00000,0.85000,3,0.75158,0,1,1,1
PamyB,SPlipase_pro,5p_softened_balanced,direct_his6_pts1ok,prop_none,nglyc_ablated,0.67874,0.73333,2,0.00000,0.85000,3,0.75158,0,1,1,1
PglaA,SPamyB,5p_softened_balanced,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.67874,0.73333,2,0.00000,0.85000,3,0.75158,0,1,1,1
PglaA,SPamyB,5p_softened_balanced,direct_his6_pts1ok,prop_none,nglyc_ablated,0.67874,0.73333,2,0.00000,0.85000,3,0.75158,0,1,1,1
PglaA,SPglaA_pro,5p_softened_balanced,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.67874,0.73333,2,0.00000,0.85000,3,0.75158,0,1,1,1
PglaA,SPglaA_pro,5p_softened_balanced,direct_his6_pts1ok,prop_none,nglyc_ablated,0.67874,0.73333,2,0.00000,0.85000,3,0.75158,0,1,1,1
PenoA,SPpepO,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.59500,3,0.75136,1,1,1,0
PenoA,SPpepO,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.59500,3,0.75136,1,1,1,0
PenoA,SPlipase_pro,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.59500,3,0.75136,1,1,1,0
PenoA,SPlipase_pro,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.59500,3,0.75136,1,1,1,0
PamyB,SPalpA,5p_softened_balanced,direct_natag_pts1ok,prop_native,nglyc_ablated,0.67874,0.73333,2,0.25000,0.88000,3,0.75132,0,1,1,1
PamyB,SPalpA,5p_softened,glaA_trunc_KR_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,2.35000,0.88000,3,0.75011,1,1,0,1
PtefI,SPglaA,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.61750,3,0.74828,1,1,1,0
PamyB,SPlipase,cai_max,direct_natag_pts1ok,prop_native,nglyc_ablated,1.00000,0.59444,0,0.25000,0.82000,3,0.74778,1,0,1,1
PamyB,SPlipase,high_gc,direct_natag_pts1ok,prop_native,nglyc_ablated,1.00000,0.59444,0,0.25000,0.82000,3,0.74778,1,0,1,1
PenoA,SPalpA,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.61600,3,0.74771,1,1,1,0
PtefI,SPpepO_pro,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.58500,3,0.74759,1,1,1,0
PtefI,SPpepO_pro,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.58500,3,0.74759,1,1,1,0
PglaA,SPamyB_pro,5p_softened_balanced,direct_natag_pts1ok,prop_native,nglyc_ablated,0.67874,0.73333,2,0.25000,0.86700,3,0.74642,0,1,1,1
PnmtA,SPamyB_pro,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.61200,3,0.74620,1,1,1,0
PglaA,SPamyB_pro,5p_softened,glaA_trunc_KR_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,2.35000,0.86700,3,0.74521,1,1,0,1
PglaA,SPalpA_pro,cai_max,direct_3xAla_pts1blk,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.78200,3,0.74501,1,0,1,1
PglaA,SPalpA_pro,cai_max,direct_his6_pts1ok,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.78200,3,0.74501,1,0,1,1
PglaA,SPalpA_pro,high_gc,direct_3xAla_pts1blk,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.78200,3,0.74501,1,0,1,1
PglaA,SPalpA_pro,high_gc,direct_his6_pts1ok,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.78200,3,0.74501,1,0,1,1
PglaA,SPcbhI_pro,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.57800,3,0.74495,1,1,1,0
PglaA,SPcbhI_pro,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.57800,3,0.74495,1,1,1,0
PenoA,SPlipase,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.57400,3,0.74344,1,1,1,0
PenoA,SPlipase,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.57400,3,0.74344,1,1,1,0
PglaA,SPglaA,cai_max,direct_natag_pts1ok,prop_native,nglyc_ablated,1.00000,0.59444,0,0.25000,0.80750,3,0.74306,1,0,1,1
PglaA,SPglaA,high_gc,direct_natag_pts1ok,prop_native,nglyc_ablated,1.00000,0.59444,0,0.25000,0.80750,3,0.74306,1,0,1,1
PtefI,SPalpA,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.57200,3,0.74268,1,1,1,0
PtefI,SPalpA,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.57200,3,0.74268,1,1,1,0
PnmtA,SPglaA,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.57000,3,0.74193,1,1,1,0
PnmtA,SPglaA,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.57000,3,0.74193,1,1,1,0
PnmtA,SPamyB,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.60000,3,0.74168,1,1,1,0
PnmtA,SPglaA_pro,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.60000,3,0.74168,1,1,1,0
PamyB,SPlipase,5p_softened,glaA_trunc_KR_3xAla,prop_native,nglyc_ablated,0.91474,0.73333,2,2.05000,0.82000,3,0.74136,1,1,0,1
PtefI,SPalpA_pro,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.59800,3,0.74092,1,1,1,0
PamyB,SPlipase,5p_softened_balanced,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.67874,0.73333,2,0.00000,0.82000,3,0.74025,0,1,1,1
PamyB,SPlipase,5p_softened_balanced,direct_his6_pts1ok,prop_none,nglyc_ablated,0.67874,0.73333,2,0.00000,0.82000,3,0.74025,0,1,1,1
PamyB,SPpepO,5p_softened_balanced,direct_natag_pts1ok,prop_native,nglyc_ablated,0.67874,0.73333,2,0.25000,0.85000,3,0.74000,0,1,1,1
PamyB,SPlipase_pro,5p_softened_balanced,direct_natag_pts1ok,prop_native,nglyc_ablated,0.67874,0.73333,2,0.25000,0.85000,3,0.74000,0,1,1,1
PglaA,SPamyB,5p_softened_balanced,direct_natag_pts1ok,prop_native,nglyc_ablated,0.67874,0.73333,2,0.25000,0.85000,3,0.74000,0,1,1,1
PglaA,SPglaA_pro,5p_softened_balanced,direct_natag_pts1ok,prop_native,nglyc_ablated,0.67874,0.73333,2,0.25000,0.85000,3,0.74000,0,1,1,1
PenoA,SPpepO,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.59500,3,0.73979,1,1,1,0
PenoA,SPlipase_pro,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.59500,3,0.73979,1,1,1,0
PamyB,SPpepO,5p_softened,glaA_trunc_KR_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,2.35000,0.85000,3,0.73879,1,1,0,1
PamyB,SPlipase_pro,5p_softened,glaA_trunc_KR_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,2.35000,0.85000,3,0.73879,1,1,0,1
PglaA,SPamyB,5p_softened,glaA_trunc_KR_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,2.35000,0.85000,3,0.73879,1,1,0,1
PglaA,SPglaA_pro,5p_softened,glaA_trunc_KR_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,2.35000,0.85000,3,0.73879,1,1,0,1
PgpdA,SPamyB_pro,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.56100,3,0.73853,1,1,1,0
PgpdA,SPamyB_pro,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.56100,3,0.73853,1,1,1,0
PglaA,SPglaA,5p_softened,glaA_trunc_KR_3xAla,prop_native,nglyc_ablated,0.91474,0.73333,2,2.05000,0.80750,3,0.73664,1,1,0,1
PtefI,SPpepO_pro,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.58500,3,0.73601,1,1,1,0
PglaA,SPglaA,5p_softened_balanced,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.67874,0.73333,2,0.00000,0.80750,3,0.73554,0,1,1,1
PglaA,SPglaA,5p_softened_balanced,direct_his6_pts1ok,prop_none,nglyc_ablated,0.67874,0.73333,2,0.00000,0.80750,3,0.73554,0,1,1,1
PglaA,SPcbhI,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.55250,3,0.73532,1,1,1,0
PglaA,SPcbhI,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.55250,3,0.73532,1,1,1,0
PtefI,SPpepO,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.55250,3,0.73532,1,1,1,0
